# gapseq version: 1.4.0
# Transporter sequence DB md5sum: b99a77e (2025-02-20)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|Q8YBL6|2.A.108.2.2	2.A.108.2.2	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|Q8YBL6|2.A.108.2.2	30.712	4.20e-16	76.3	93	gnl|DSMZ|unitig_0|quiver_consensus	3024650	3023877	transporter
gnl|TC-DB|P31545|2.A.108.2.3	2.A.108.2.3	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|P31545|2.A.108.2.3	59.277	5.77e-158	491	96	gnl|DSMZ|unitig_0|quiver_consensus	3022551	3021310	transporter
gnl|TC-DB|P31545|2.A.108.2.3	2.A.108.2.3	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|P31545|2.A.108.2.3	59.277	5.77e-158	491	96	gnl|DSMZ|unitig_0|quiver_consensus	3022551	3021310	transporter
gnl|TC-DB|G7HJF7|2.A.108.2.9	2.A.108.2.9	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|G7HJF7|2.A.108.2.9	29.839	1.22e-18	84.0	87	gnl|DSMZ|unitig_0|quiver_consensus	3024650	3023928	transporter
gnl|TC-DB|G7HJF7|2.A.108.2.9	2.A.108.2.9	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|G7HJF7|2.A.108.2.9	29.839	1.22e-18	84.0	87	gnl|DSMZ|unitig_0|quiver_consensus	3024650	3023928	transporter
gnl|TC-DB|P55069|2.A.11.1.1	2.A.11.1.1	cobalt	EX_cpd00149_e0	rxn08240,rxn13681,rxn08242,rxn10474	gnl|TC-DB|P55069|2.A.11.1.1	56.386	3.48e-142	447	97	gnl|DSMZ|unitig_0|quiver_consensus	126333	125092	transporter
gnl|TC-DB|P55069|2.A.11.1.1	2.A.11.1.1	magnesium	EX_cpd00254_e0	rxn08921,rxn13722,rxn05616,rxn08923,rxn32889	gnl|TC-DB|P55069|2.A.11.1.1	56.386	3.48e-142	447	97	gnl|DSMZ|unitig_0|quiver_consensus	126333	125092	transporter
gnl|TC-DB|P55069|2.A.11.1.1	2.A.11.1.1	manganese	EX_cpd00030_e0	rxn05618,rxn08946,rxn08951,rxn05149,rxn08947	gnl|TC-DB|P55069|2.A.11.1.1	56.386	3.48e-142	447	97	gnl|DSMZ|unitig_0|quiver_consensus	126333	125092	transporter
gnl|TC-DB|P55069|2.A.11.1.1	2.A.11.1.1	nickel	EX_cpd00244_e0	rxn08990,rxn08992,rxn10581,rxn13730	gnl|TC-DB|P55069|2.A.11.1.1	56.386	3.48e-142	447	97	gnl|DSMZ|unitig_0|quiver_consensus	126333	125092	transporter
gnl|TC-DB|P55069|2.A.11.1.1	2.A.11.1.1	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|P55069|2.A.11.1.1	56.386	3.48e-142	447	97	gnl|DSMZ|unitig_0|quiver_consensus	126333	125092	transporter
gnl|TC-DB|P42308|2.A.11.1.2	2.A.11.1.2	calcium	EX_cpd00063_e0	rxn05514,rxn08185,rxn08188,rxn10448,rxn29257,rxn29824	gnl|TC-DB|P42308|2.A.11.1.2	62.850	0.0	561	99	gnl|DSMZ|unitig_0|quiver_consensus	126333	125050	transporter
gnl|TC-DB|Q8DUC7|2.A.11.1.3	2.A.11.1.3	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|Q8DUC7|2.A.11.1.3	44.170	4.81e-106	344	95	gnl|DSMZ|unitig_0|quiver_consensus	126333	125098	transporter
gnl|TC-DB|Q8DUC7|2.A.11.1.3	2.A.11.1.3	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|Q8DUC7|2.A.11.1.3	44.170	4.81e-106	344	95	gnl|DSMZ|unitig_0|quiver_consensus	126333	125098	transporter
gnl|TC-DB|Q8DUC7|2.A.11.1.3	2.A.11.1.3	manganese	EX_cpd00030_e0	rxn05618,rxn08946,rxn08951,rxn05149,rxn08947	gnl|TC-DB|Q8DUC7|2.A.11.1.3	44.170	4.81e-106	344	95	gnl|DSMZ|unitig_0|quiver_consensus	126333	125098	transporter
gnl|TC-DB|A4QA05|2.A.11.1.6	2.A.11.1.6	calcium	EX_cpd00063_e0	rxn05514,rxn08185,rxn08188,rxn10448,rxn29257,rxn29824	gnl|TC-DB|A4QA05|2.A.11.1.6	44.242	1.81e-105	345	94	gnl|DSMZ|unitig_0|quiver_consensus	126333	125041	transporter
gnl|TC-DB|A4QA05|2.A.11.1.6	2.A.11.1.6	citrate	EX_cpd00137_e0	rxn05211,rxn12371,rxn12792,rxn30467	gnl|TC-DB|A4QA05|2.A.11.1.6	44.242	1.81e-105	345	94	gnl|DSMZ|unitig_0|quiver_consensus	126333	125041	transporter
gnl|TC-DB|Q8ZJY5|2.A.114.1.10	2.A.114.1.1	pyruvate	EX_cpd00020_e0	rxn05469,rxn09217,rxn09717,rxn09832	gnl|TC-DB|Q8ZJY5|2.A.114.1.10	68.362	0.0	818	99	gnl|DSMZ|unitig_0|quiver_consensus	6119315	6117261	transporter
gnl|TC-DB|A0B354|2.A.117.1.12	2.A.117.1.1	cadaverine	EX_cpd01155_e0	rxn27376	gnl|TC-DB|A0B354|2.A.117.1.12	54.745	2.52e-33	121	94	gnl|DSMZ|unitig_0|quiver_consensus	5247999	5248409	transporter
gnl|TC-DB|A0B354|2.A.117.1.12	2.A.117.1.1	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|A0B354|2.A.117.1.12	54.745	2.52e-33	121	94	gnl|DSMZ|unitig_0|quiver_consensus	5247999	5248409	transporter
gnl|TC-DB|A0B354|2.A.117.1.12	2.A.117.1.1	putrescine	EX_cpd00118_e0	rxn05687,rxn09215,rxn13392,rxn34402,rxn34528,rxn11263	gnl|TC-DB|A0B354|2.A.117.1.12	54.745	2.52e-33	121	94	gnl|DSMZ|unitig_0|quiver_consensus	5247999	5248409	transporter
gnl|TC-DB|Q87QJ4|2.A.117.1.13	2.A.117.1.13	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|Q87QJ4|2.A.117.1.13	39.516	1.17e-19	82.0	90	gnl|DSMZ|unitig_0|quiver_consensus	5226234	5225863	transporter
gnl|TC-DB|Q8XG43|2.A.117.1.3	2.A.117.1.3	cadaverine	EX_cpd01155_e0	rxn27376	gnl|TC-DB|Q8XG43|2.A.117.1.3	43.750	7.58e-33	120	84	gnl|DSMZ|unitig_0|quiver_consensus	5226246	5225863	transporter
gnl|TC-DB|Q8XG43|2.A.117.1.3	2.A.117.1.3	spermidine	EX_cpd00264_e0	rxn05652,rxn09660,rxn29135,rxn34532,rxn34533,rxn11262	gnl|TC-DB|Q8XG43|2.A.117.1.3	43.750	7.58e-33	120	84	gnl|DSMZ|unitig_0|quiver_consensus	5226246	5225863	transporter
gnl|TC-DB|J6H8T7|2.A.120.1.12	2.A.120.1.12	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|J6H8T7|2.A.120.1.12	28.875	5.33e-17	80.5	90	gnl|DSMZ|unitig_0|quiver_consensus	895493	894516	transporter
gnl|TC-DB|J6H8T7|2.A.120.1.12	2.A.120.1.12	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|J6H8T7|2.A.120.1.12	28.875	5.33e-17	80.5	90	gnl|DSMZ|unitig_0|quiver_consensus	895493	894516	transporter
gnl|TC-DB|P0A6J3|2.A.121.1.1	2.A.121.1.1	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|P0A6J3|2.A.121.1.1	44.309	5.42e-45	159	94	gnl|DSMZ|unitig_0|quiver_consensus	1092311	1091577	transporter
gnl|TC-DB|Q5QUJ8|2.A.121.1.3	2.A.121.1.3	cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|Q5QUJ8|2.A.121.1.3	46.352	2.29e-39	142	93	gnl|DSMZ|unitig_0|quiver_consensus	1092272	1091577	transporter
gnl|TC-DB|M4XKU7|2.A.121.1.4	2.A.121.1.4	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|M4XKU7|2.A.121.1.4	76.033	2.38e-96	306	98	gnl|DSMZ|unitig_0|quiver_consensus	1092278	1091553	transporter
gnl|TC-DB|P33231|2.A.14.1.1	2.A.14.1.1	glycolate	EX_cpd00139_e0	rxn05470,rxn08651,rxn08652,rxn12367	gnl|TC-DB|P33231|2.A.14.1.1	65.009	1.02e-179	560	99	gnl|DSMZ|unitig_0|quiver_consensus	915739	914054	transporter
gnl|TC-DB|P33231|2.A.14.1.1	2.A.14.1.1	lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|P33231|2.A.14.1.1	65.009	1.02e-179	560	99	gnl|DSMZ|unitig_0|quiver_consensus	915739	914054	transporter
gnl|TC-DB|P33231|2.A.14.1.1	2.A.14.1.1	lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	gnl|TC-DB|P33231|2.A.14.1.1	65.009	1.02e-179	560	99	gnl|DSMZ|unitig_0|quiver_consensus	915739	914054	transporter
gnl|TC-DB|Q46839|2.A.14.1.2	2.A.14.1.2	glycolate	EX_cpd00139_e0	rxn05470,rxn08651,rxn08652,rxn12367	gnl|TC-DB|Q46839|2.A.14.1.2	75.666	0.0	721	99	gnl|DSMZ|unitig_0|quiver_consensus	915739	914051	transporter
gnl|TC-DB|Q46839|2.A.14.1.2	2.A.14.1.2	lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|Q46839|2.A.14.1.2	75.666	0.0	721	99	gnl|DSMZ|unitig_0|quiver_consensus	915739	914051	transporter
gnl|TC-DB|Q46839|2.A.14.1.2	2.A.14.1.2	lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	gnl|TC-DB|Q46839|2.A.14.1.2	75.666	0.0	721	99	gnl|DSMZ|unitig_0|quiver_consensus	915739	914051	transporter
gnl|TC-DB|P71067|2.A.14.1.3	2.A.14.1.3	(R)-lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	gnl|TC-DB|P71067|2.A.14.1.3	55.382	1.11e-162	511	99	gnl|DSMZ|unitig_0|quiver_consensus	915730	914054	transporter
gnl|TC-DB|P71067|2.A.14.1.3	2.A.14.1.3	(S)-lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|P71067|2.A.14.1.3	55.382	1.11e-162	511	99	gnl|DSMZ|unitig_0|quiver_consensus	915730	914054	transporter
gnl|TC-DB|Q57251|2.A.14.2.1	2.A.14.2.1	L-lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|Q57251|2.A.14.2.1	26.439	1.07e-24	107	81	gnl|DSMZ|unitig_0|quiver_consensus	915493	914153	transporter
gnl|TC-DB|AOY58527|2.A.14.2.2	2.A.14.2.2	lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|AOY58527|2.A.14.2.2	28.630	5.22e-35	139	79	gnl|DSMZ|unitig_0|quiver_consensus	915454	914129	transporter
gnl|TC-DB|AOY58527|2.A.14.2.2	2.A.14.2.2	lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	gnl|TC-DB|AOY58527|2.A.14.2.2	28.630	5.22e-35	139	79	gnl|DSMZ|unitig_0|quiver_consensus	915454	914129	transporter
gnl|TC-DB|P54417|2.A.15.1.1	2.A.15.1.1	betaine	EX_cpd00540_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|TC-DB|P54417|2.A.15.1.1	38.776	8.15e-111	360	93	gnl|DSMZ|unitig_0|quiver_consensus	6528268	6526802	transporter
gnl|TC-DB|P54417|2.A.15.1.1	2.A.15.1.1	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|P54417|2.A.15.1.1	38.776	8.15e-111	360	93	gnl|DSMZ|unitig_0|quiver_consensus	6528268	6526802	transporter
gnl|TC-DB|P54417|2.A.15.1.1	2.A.15.1.1	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|P54417|2.A.15.1.1	38.776	8.15e-111	360	93	gnl|DSMZ|unitig_0|quiver_consensus	6528268	6526802	transporter
gnl|TC-DB|P54417|2.A.15.1.1	2.A.15.1.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P54417|2.A.15.1.1	38.776	8.15e-111	360	93	gnl|DSMZ|unitig_0|quiver_consensus	6528268	6526802	transporter
gnl|TC-DB|P54582|2.A.15.1.10	2.A.15.1.10	betaine	EX_cpd00540_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|TC-DB|P54582|2.A.15.1.10	36.730	8.89e-75	258	80	gnl|DSMZ|unitig_0|quiver_consensus	6528151	6526784	transporter
gnl|TC-DB|P54582|2.A.15.1.10	2.A.15.1.10	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|P54582|2.A.15.1.10	36.730	8.89e-75	258	80	gnl|DSMZ|unitig_0|quiver_consensus	6528151	6526784	transporter
gnl|TC-DB|P54582|2.A.15.1.10	2.A.15.1.10	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|P54582|2.A.15.1.10	36.730	8.89e-75	258	80	gnl|DSMZ|unitig_0|quiver_consensus	6528151	6526784	transporter
gnl|TC-DB|Q9X4A5|2.A.15.1.11	2.A.15.1.11	betaine	EX_cpd00540_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|TC-DB|Q9X4A5|2.A.15.1.11	38.365	2.12e-98	324	95	gnl|DSMZ|unitig_0|quiver_consensus	322559	323974	transporter
gnl|TC-DB|Q9X4A5|2.A.15.1.11	2.A.15.1.11	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q9X4A5|2.A.15.1.11	38.365	2.12e-98	324	95	gnl|DSMZ|unitig_0|quiver_consensus	322559	323974	transporter
gnl|TC-DB|Q9X4A5|2.A.15.1.11	2.A.15.1.11	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q9X4A5|2.A.15.1.11	38.365	2.12e-98	324	95	gnl|DSMZ|unitig_0|quiver_consensus	322559	323974	transporter
gnl|TC-DB|Q6IUV3|2.A.15.1.12	2.A.15.1.12	betaine	EX_cpd00540_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|TC-DB|Q6IUV3|2.A.15.1.12	36.478	2.36e-82	277	96	gnl|DSMZ|unitig_0|quiver_consensus	322559	323980	transporter
gnl|TC-DB|Q6IUV3|2.A.15.1.12	2.A.15.1.12	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q6IUV3|2.A.15.1.12	36.478	2.36e-82	277	96	gnl|DSMZ|unitig_0|quiver_consensus	322559	323980	transporter
gnl|TC-DB|Q79VE0|2.A.15.1.2	2.A.15.1.2	betaine	EX_cpd00540_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|TC-DB|Q79VE0|2.A.15.1.2	36.786	8.10e-82	280	82	gnl|DSMZ|unitig_0|quiver_consensus	322550	323950	transporter
gnl|TC-DB|Q79VE0|2.A.15.1.2	2.A.15.1.2	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q79VE0|2.A.15.1.2	36.786	8.10e-82	280	82	gnl|DSMZ|unitig_0|quiver_consensus	322550	323950	transporter
gnl|TC-DB|Q79VE0|2.A.15.1.2	2.A.15.1.2	proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|Q79VE0|2.A.15.1.2	36.786	8.10e-82	280	82	gnl|DSMZ|unitig_0|quiver_consensus	322550	323950	transporter
gnl|TC-DB|Q79VE0|2.A.15.1.2	2.A.15.1.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q79VE0|2.A.15.1.2	36.786	8.10e-82	280	82	gnl|DSMZ|unitig_0|quiver_consensus	322550	323950	transporter
gnl|TC-DB|Q4ZLW8|2.A.15.1.3	2.A.15.1.3	betaine	EX_cpd00540_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|TC-DB|Q4ZLW8|2.A.15.1.3	89.482	0.0	1079	98	gnl|DSMZ|unitig_0|quiver_consensus	322481	324448	transporter
gnl|TC-DB|Q4ZLW8|2.A.15.1.3	2.A.15.1.3	choline	EX_cpd00098_e0	rxn08213,rxn09692,rxn12380,rxn19034	gnl|TC-DB|Q4ZLW8|2.A.15.1.3	89.482	0.0	1079	98	gnl|DSMZ|unitig_0|quiver_consensus	322481	324448	transporter
gnl|TC-DB|Q4ZLW8|2.A.15.1.3	2.A.15.1.3	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q4ZLW8|2.A.15.1.3	89.482	0.0	1079	98	gnl|DSMZ|unitig_0|quiver_consensus	322481	324448	transporter
gnl|TC-DB|P0ABC9|2.A.15.1.4	2.A.15.1.4	choline	EX_cpd00098_e0	rxn08213,rxn09692,rxn12380,rxn19034	gnl|TC-DB|P0ABC9|2.A.15.1.4	44.880	1.18e-171	542	97	gnl|DSMZ|unitig_0|quiver_consensus	322487	324448	transporter
gnl|TC-DB|P0ABC9|2.A.15.1.4	2.A.15.1.4	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P0ABC9|2.A.15.1.4	44.880	1.18e-171	542	97	gnl|DSMZ|unitig_0|quiver_consensus	322487	324448	transporter
gnl|TC-DB|Q92WM0|2.A.15.1.5	2.A.15.1.5	L-proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|Q92WM0|2.A.15.1.5	41.194	5.79e-151	484	91	gnl|DSMZ|unitig_0|quiver_consensus	322487	324439	transporter
gnl|TC-DB|Q92WM0|2.A.15.1.5	2.A.15.1.5	betaine	EX_cpd00540_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|TC-DB|Q92WM0|2.A.15.1.5	41.194	5.79e-151	484	91	gnl|DSMZ|unitig_0|quiver_consensus	322487	324439	transporter
gnl|TC-DB|Q92WM0|2.A.15.1.5	2.A.15.1.5	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q92WM0|2.A.15.1.5	41.194	5.79e-151	484	91	gnl|DSMZ|unitig_0|quiver_consensus	322487	324439	transporter
gnl|TC-DB|Q92WM0|2.A.15.1.5	2.A.15.1.5	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q92WM0|2.A.15.1.5	41.194	5.79e-151	484	91	gnl|DSMZ|unitig_0|quiver_consensus	322487	324439	transporter
gnl|TC-DB|D0U567|2.A.15.1.6	2.A.15.1.6	betaine	EX_cpd00540_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|TC-DB|D0U567|2.A.15.1.6	34.362	9.93e-68	236	87	gnl|DSMZ|unitig_0|quiver_consensus	322622	323995	transporter
gnl|TC-DB|D0U567|2.A.15.1.6	2.A.15.1.6	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|D0U567|2.A.15.1.6	34.362	9.93e-68	236	87	gnl|DSMZ|unitig_0|quiver_consensus	322622	323995	transporter
gnl|TC-DB|D0U567|2.A.15.1.6	2.A.15.1.6	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|D0U567|2.A.15.1.6	34.362	9.93e-68	236	87	gnl|DSMZ|unitig_0|quiver_consensus	322622	323995	transporter
gnl|TC-DB|Q8NN75|2.A.15.1.7	2.A.15.1.7	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q8NN75|2.A.15.1.7	35.088	8.84e-61	218	91	gnl|DSMZ|unitig_0|quiver_consensus	6528232	6526754	transporter
gnl|TC-DB|Q8NN75|2.A.15.1.7	2.A.15.1.7	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q8NN75|2.A.15.1.7	35.088	8.84e-61	218	91	gnl|DSMZ|unitig_0|quiver_consensus	6528232	6526754	transporter
gnl|TC-DB|Q93AK1|2.A.15.1.8	2.A.15.1.8	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q93AK1|2.A.15.1.8	36.289	1.21e-80	272	99	gnl|DSMZ|unitig_0|quiver_consensus	322490	323935	transporter
gnl|TC-DB|Q6F754|2.A.15.1.9	2.A.15.1.9	betaine	EX_cpd00540_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|TC-DB|Q6F754|2.A.15.1.9	42.470	2.59e-149	477	99	gnl|DSMZ|unitig_0|quiver_consensus	322463	324448	transporter
gnl|TC-DB|Q6F754|2.A.15.1.9	2.A.15.1.9	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q6F754|2.A.15.1.9	42.470	2.59e-149	477	99	gnl|DSMZ|unitig_0|quiver_consensus	322463	324448	transporter
gnl|TC-DB|P31553|2.A.15.2.1	2.A.15.2.1	CARNITINE	EX_cpd00266_e0	rxn08262,rxn09691,rxn12364,rxn12605,rxn09773,rxn09858	gnl|TC-DB|P31553|2.A.15.2.1	26.722	3.59e-41	156	93	gnl|DSMZ|unitig_0|quiver_consensus	6528265	6526841	transporter
gnl|TC-DB|B4EY22|2.A.15.2.2	2.A.15.2.2	carnitine	EX_cpd00266_e0	rxn08262,rxn09691,rxn12364,rxn12605,rxn09773,rxn09858	gnl|TC-DB|B4EY22|2.A.15.2.2	27.991	2.53e-39	151	83	gnl|DSMZ|unitig_0|quiver_consensus	6528217	6526904	transporter
gnl|TC-DB|P50537|2.A.16.2.1	2.A.16.2.1	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|P50537|2.A.16.2.1	21.984	1.90e-22	98.6	83	gnl|DSMZ|unitig_0|quiver_consensus	5072189	5071089	transporter
gnl|TC-DB|I7ZSL4|2.A.16.2.3	2.A.16.2.3	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|I7ZSL4|2.A.16.2.3	23.464	2.06e-24	103	88	gnl|DSMZ|unitig_0|quiver_consensus	5072144	5071089	transporter
gnl|TC-DB|P41930|2.A.16.3.1	2.A.16.3.1	Sulfite	EX_cpd00081_e0	rxn10604	gnl|TC-DB|P41930|2.A.16.3.1	23.741	1.18e-16	80.9	91	gnl|DSMZ|unitig_0|quiver_consensus	5072132	5071086	transporter
gnl|TC-DB|T2I7A2|2.A.16.3.2	2.A.16.3.2	nitrite	EX_cpd00075_e0	rxn05625,rxn05626,rxn08998,rxn29093	gnl|TC-DB|T2I7A2|2.A.16.3.2	24.929	2.19e-22	97.4	90	gnl|DSMZ|unitig_0|quiver_consensus	5072195	5071164	transporter
gnl|TC-DB|T2I8Z9|2.A.16.3.3	2.A.16.3.3	nitrate	EX_cpd00209_e0	rxn05627,rxn10977,rxn12431,rxn33368	gnl|TC-DB|T2I8Z9|2.A.16.3.3	24.340	1.37e-15	77.0	84	gnl|DSMZ|unitig_0|quiver_consensus	5072144	5071203	transporter
gnl|TC-DB|Q2TJJ2|2.A.16.4.3	2.A.16.4.3	Sulfite	EX_cpd00081_e0	rxn10604	gnl|TC-DB|Q2TJJ2|2.A.16.4.3	35.641	3.59e-58	203	92	gnl|DSMZ|unitig_0|quiver_consensus	5072144	5071059	transporter
gnl|TC-DB|P31801|2.A.19.1.1	2.A.19.1.1	calcium	EX_cpd00063_e0	rxn05514,rxn08185,rxn08188,rxn10448,rxn29257,rxn29824	gnl|TC-DB|P31801|2.A.19.1.1	31.046	1.33e-28	115	84	gnl|DSMZ|unitig_0|quiver_consensus	809645	810553	transporter
gnl|TC-DB|P31801|2.A.19.1.1	2.A.19.1.1	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|P31801|2.A.19.1.1	31.046	1.33e-28	115	84	gnl|DSMZ|unitig_0|quiver_consensus	809645	810553	transporter
gnl|TC-DB|P31801|2.A.19.1.1	2.A.19.1.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P31801|2.A.19.1.1	31.046	1.33e-28	115	84	gnl|DSMZ|unitig_0|quiver_consensus	809645	810553	transporter
gnl|TC-DB|P74072|2.A.19.2.1	2.A.19.2.1	calcium	EX_cpd00063_e0	rxn05514,rxn08185,rxn08188,rxn10448,rxn29257,rxn29824	gnl|TC-DB|P74072|2.A.19.2.1	23.469	5.37e-09	55.8	78	gnl|DSMZ|unitig_0|quiver_consensus	809735	810562	transporter
gnl|TC-DB|Q945S5|2.A.19.2.9	2.A.19.2.9	cadmium	EX_cpd01012_e0	rxn08196,rxn13814,rxn08198,rxn29670	gnl|TC-DB|Q945S5|2.A.19.2.9	23.037	4.65e-04	40.4	84	gnl|DSMZ|unitig_0|quiver_consensus	809429	810520	transporter
