"","gene","rxn","name","ec","tc","qseqid","pident","evalue","bitscore","qcovs","stitle","sstart","send","pathway","status","pathway.status","complex","exception","complex.status","seed","rm","itmp"
"479","gnl_DSMZ_unitig_0_quiver_consensus_3071713:3070472","1.5.1.7-RXN","saccharopine dehydrogenase (NAD+, L-lysine-forming)","1.5.1.7",NA,"UniRef50_A0A369QD80",35.407,3.83e-66,227,99,"gnl_DSMZ_unitig_0_quiver_consensus",3071713,3070472,"|LYSINE-AMINOAD-PWY|","good_blast",NA,NA,0,1,"rxn00510",TRUE,479
"480","gnl_DSMZ_unitig_0_quiver_consensus_1568021:1566528","1.5.1.7-RXN","saccharopine dehydrogenase (NAD+, L-lysine-forming)","1.5.1.7",NA,"UniRef50_B0JFD6",33.73,2.02e-64,224,96,"gnl_DSMZ_unitig_0_quiver_consensus",1568021,1566528,"|LYSINE-AMINOAD-PWY|","good_blast",NA,NA,0,1,"rxn00510",TRUE,480
"481","gnl_DSMZ_unitig_0_quiver_consensus_1027227:1028249","1.5.1.8-RXN","L-lysine-alpha-ketoglutarate reductase","1.5.1.8",NA,"UniRef50_Q9AJC6",23.547,1.08e-06,47.8,81,"gnl_DSMZ_unitig_0_quiver_consensus",1027227,1028249,"|LYSINE-DEG1-PWY|","bad_blast","threshold",NA,0,NA,"rxn00511",FALSE,481
"482","gnl_DSMZ_unitig_0_quiver_consensus_3076908:3076030","GLYCOLATE-REDUCTASE-RXN","glycolate dehydrogenase","1.1.1.26",NA,"UniRef50_A0A0B9AP72",52.56,3.83e-87,282,91,"gnl_DSMZ_unitig_0_quiver_consensus",3076908,3076030,"|PWY-7294|","bad_blast",NA,NA,1,NA,"rxn00512",FALSE,482
"483","gnl_DSMZ_unitig_0_quiver_consensus_2471400:2472590","GLYCERATE-DEHYDROGENASE-RXN","hydroxypyruvate reductase","1.1.1.29",NA,"UniRef90_Q59516",31.429,3.35e-32,123,88,"gnl_DSMZ_unitig_0_quiver_consensus",2471502,2472299,"|PWY-181|","bad_blast",NA,NA,0,NA,"rxn00512",FALSE,483
"484","gnl_DSMZ_unitig_0_quiver_consensus_2324426:2324968","DUTP-PYROP-RXN","dUTP diphosphatase","3.6.1.23/3.6.1.9/3.6.1.19",NA,"UniRef90_A4X378",56.522,6.64e-49,168,77,"gnl_DSMZ_unitig_0_quiver_consensus",2324426,2324968,"|PWY-6545|","bad_blast",NA,NA,0,NA,"rxn00514",FALSE,484
"485","gnl_DSMZ_unitig_0_quiver_consensus_2080927:2080511","GDPKIN-RXN","GDP kinase","2.7.4.6",NA,"UniRef90_A4T2J0",59.286,3.42e-49,165,100,"gnl_DSMZ_unitig_0_quiver_consensus",2080927,2080511,"|PPGPPMET-PWY|","bad_blast",NA,NA,0,NA,"rxn00515",FALSE,485
"486","gnl_DSMZ_unitig_0_quiver_consensus_1746098:1744692","PEPDEPHOS-RXN","pyruvate kinase","2.7.1.40",NA,"UniRef90_P51182",42.259,1.49e-113,370,81,"gnl_DSMZ_unitig_0_quiver_consensus",1746098,1744692,"|ANAGLYCOLYSIS-PWY|","good_blast","keyenzyme",NA,0,1,"rxn00517",FALSE,486
"487","gnl_DSMZ_unitig_0_quiver_consensus_1350302:1351264","GLUCOKIN-RXN","glucokinase","2.7.1.1/2.7.1.2",NA,"UniRef90_P0A4E1",45.794,8.52e-77,252,98,"gnl_DSMZ_unitig_0_quiver_consensus",1350302,1351264,"|ANAGLYCOLYSIS-PWY|","good_blast","keyenzyme",NA,0,1,"rxn00518",FALSE,487
"488","gnl_DSMZ_unitig_0_quiver_consensus_1870085:1870753","GLUCOKIN-RXN","glucokinase","2.7.1.1/2.7.1.2",NA,"UniRef90_P9WIN1",50.446,5.45e-71,233,94,"gnl_DSMZ_unitig_0_quiver_consensus",1870085,1870753,"|ANAGLYCOLYSIS-PWY|","good_blast","keyenzyme",NA,0,1,"rxn00518",FALSE,488
"489","gnl_DSMZ_unitig_0_quiver_consensus_1349361:1350293","GLUCOKIN-RXN","glucokinase","2.7.1.1/2.7.1.2",NA,"UniRef90_P0A4E1",43.408,1.82e-68,228,98,"gnl_DSMZ_unitig_0_quiver_consensus",1349361,1350293,"|ANAGLYCOLYSIS-PWY|","good_blast","keyenzyme",NA,0,1,"rxn00518",FALSE,489
"490","gnl_DSMZ_unitig_0_quiver_consensus_1507176:1506424","GLUCOKIN-RXN","glucokinase","2.7.1.1/2.7.1.2",NA,"UniRef90_P9WIN1",45.238,2.45e-59,200,94,"gnl_DSMZ_unitig_0_quiver_consensus",1507176,1506424,"|ANAGLYCOLYSIS-PWY|","good_blast","keyenzyme",NA,0,1,"rxn00518",FALSE,490
"491","gnl_DSMZ_unitig_0_quiver_consensus_2765375:2767144","4.1.1.32-RXN","phosphoenolpyruvate carboxykinase (GTP)","4.1.1.32",NA,"UniRef90_A4FQV7",38.678,1.61e-111,365,97,"gnl_DSMZ_unitig_0_quiver_consensus",2765375,2767144,"|PWY66-399|","good_blast","threshold",NA,0,1,"rxn00519",FALSE,491
"492","gnl_DSMZ_unitig_0_quiver_consensus_2765375:2767147","4.1.1.32-RXN","phosphoenolpyruvate carboxykinase (GTP)","4.1.1.32",NA,"UniRef90_A8M2V8",41.118,1.34e-104,345,96,"gnl_DSMZ_unitig_0_quiver_consensus",2765375,2767147,"|PWY66-399|","good_blast","threshold",NA,0,1,"rxn00519",TRUE,492
"493","gnl_DSMZ_unitig_0_quiver_consensus_1049798:1050412","RXN-8988","itaconyl-CoA synthetase","6.2.1.4",NA,"UniRef50_A0A853KQJ1",31.746,4,22.3,86,"gnl_DSMZ_unitig_0_quiver_consensus",1050206,1050343,"|PWY-5749|","bad_blast",NA,NA,0,NA,"rxn00520",FALSE,493
"494","gnl_DSMZ_unitig_0_quiver_consensus_1496540:1497253","RXN-5682","arogenate dehydrogenase","1.3.1.78",NA,"tr|P73906|P73906_SYNY3",30.556,2.79e-12,63.9,88,"gnl_DSMZ_unitig_0_quiver_consensus",1496540,1497253,"|PWY-3461|","bad_blast",NA,NA,0,NA,"rxn00526",FALSE,494
"495","gnl_DSMZ_unitig_0_quiver_consensus_525012:523801","ASPAMINOTRANS-RXN","aspartate aminotransferase","2.6.1.1",NA,"UniRef90_O69689",53.695,1.34e-141,444,93,"gnl_DSMZ_unitig_0_quiver_consensus",525012,523801,"|ASPARTATE-DEG1-PWY|","good_blast","full",NA,0,1,"rxn00527",FALSE,495
"496","gnl_DSMZ_unitig_0_quiver_consensus_195977:197143","RXN-15200","L-phenylalanine:3-(4-hydroxyphenyl)pyruvate transaminase","2.6.1.57",NA,"sp|P39643|BACF_BACSU",28.831,1.88e-29,118,91,"gnl_DSMZ_unitig_0_quiver_consensus",196010,197122,"|PWY-5317|","bad_blast",NA,NA,0,NA,"rxn00527",FALSE,496
"497","gnl_DSMZ_unitig_0_quiver_consensus_601711:603219","RXN-9697","tyrosine ammonia-lyase","4.3.1.23/4.3.1.25",NA,"UniRef90_B8ZV93",38.377,8e-72,246,87,"gnl_DSMZ_unitig_0_quiver_consensus",601723,603027,"|PWY-7397|","good_blast",NA,NA,0,1,"rxn00530",FALSE,497
"498","gnl_DSMZ_unitig_0_quiver_consensus_601666:603045","PHENYLALANINE-AMMONIA-LYASE-RXN","phenylalanine ammonia lyase","4.3.1.25/4.3.1.24",NA,"UniRef90_B2J528",32.842,5.56e-57,204,83,"gnl_DSMZ_unitig_0_quiver_consensus",601666,603045,"|PWY-1121|","good_blast",NA,NA,0,1,"rxn00530",TRUE,498
"499","gnl_DSMZ_unitig_0_quiver_consensus_3193474:3192038","RXN-2902","malonate semialdehyde dehydrogenase","1.2.1.18",NA,"UniRef50_A0A1M7JD33",49.076,4.22e-133,422,99,"gnl_DSMZ_unitig_0_quiver_consensus",3193474,3192038,"|BETA-ALA-DEGRADATION-I-PWY|","good_blast","full",NA,0,1,"rxn00532",FALSE,499
"500","gnl_DSMZ_unitig_0_quiver_consensus_1006130:1004994","RXN-8963","malonate semialdehyde:NADP+ oxidoreductase (malonate semialdehyde-forming)","1.2.1.75",NA,"sp|Q9HUI9|ARUH_PSEAE",38.87,3.12e-53,187,90,"gnl_DSMZ_unitig_0_quiver_consensus",1006040,1005150,"|PWY-5743|","bad_blast",NA,NA,0,NA,"rxn00532",FALSE,500
"501","gnl_DSMZ_unitig_0_quiver_consensus_2139091:2139696","ACETYL-COA-CARBOXYLTRANSFER-RXN","acetyl-CoA carboxylase","6.4.1.2",NA,"sp|P32173|MOBA_ECOLI",29.048,2.06e-08,50.4,99,"gnl_DSMZ_unitig_0_quiver_consensus",2139091,2139696,"|PWY-5966-1|","bad_blast",NA,NA,0,NA,"rxn00533",FALSE,501
"502","gnl_DSMZ_unitig_0_quiver_consensus_2879521:2878382","ENZRXN-201-RXN","butanol dehydrogenase","1.1.1.2",NA,"UniRef90_P13604",31.088,1.56e-62,214,99,"gnl_DSMZ_unitig_0_quiver_consensus",2879521,2878391,"|PWY-6583|","good_blast",NA,NA,0,1,"rxn00536",FALSE,502
"503","gnl_DSMZ_unitig_0_quiver_consensus_1049798:1050412","PHOSPHONOACETALDEHYDE-HYDROLASE-RXN","phosphonoacetaldehyde hydrolase","3.11.1.1",NA,"UniRef90_B7HK47",24.336,0.51,28.5,79,"gnl_DSMZ_unitig_0_quiver_consensus",1049798,1050412,"|PHOSPHONOTASE-PWY|","bad_blast",NA,NA,0,NA,"rxn00537",FALSE,503
"504","gnl_DSMZ_unitig_0_quiver_consensus_938518:940077","MHPELY-RXN","4-hydroxy-2-oxovalerate aldolase","4.1.3.39",NA,"UniRef90_Q3ACM0",25.796,1.53e-14,71.6,85,"gnl_DSMZ_unitig_0_quiver_consensus",938524,939423,"|PWY-5162|","bad_blast",NA,NA,0,NA,"rxn00540",FALSE,504
"505","gnl_DSMZ_unitig_0_quiver_consensus_1030507:1029488","THREONINE-ALDOLASE-RXN","L-threonine aldolase","4.1.2.48/4.1.2.5",NA,"UniRef90_O50584",42.69,3.92e-79,260,99,"gnl_DSMZ_unitig_0_quiver_consensus",1030507,1029488,"|GLYSYN-THR-PWY|","good_blast","full",NA,0,1,"rxn00541",FALSE,505
"506","gnl_DSMZ_unitig_0_quiver_consensus_2879521:2878382","ALCOHOL-DEHYDROG-RXN","alcohol dehydrogenase","1.1.1.1",NA,"UniRef90_P76553",33.78,5.4e-58,201,97,"gnl_DSMZ_unitig_0_quiver_consensus",2879503,2878385,"|ETOH-ACETYLCOA-ANA-PWY|","good_blast",NA,NA,0,1,"rxn00543",FALSE,506
"507","gnl_DSMZ_unitig_0_quiver_consensus_3202703:3201750","6PFRUCTPHOS-RXN","6-phosphofructokinase","2.7.1.11",NA,"UniRef90_D9TT10",22.884,2.45e-23,97.8,97,"gnl_DSMZ_unitig_0_quiver_consensus",3202703,3201750,"|ANAGLYCOLYSIS-PWY|","bad_blast","keyenzyme",NA,0,NA,"rxn00545",FALSE,507
"508","gnl_DSMZ_unitig_0_quiver_consensus_1350302:1351264","GLUCOKIN-RXN","glucokinase","2.7.1.1/2.7.1.2",NA,"UniRef90_P0A4E1",45.794,8.52e-77,252,98,"gnl_DSMZ_unitig_0_quiver_consensus",1350302,1351264,"|ANAGLYCOLYSIS-PWY|","good_blast","keyenzyme",NA,0,1,"rxn00547",FALSE,508
"509","gnl_DSMZ_unitig_0_quiver_consensus_1870085:1870753","GLUCOKIN-RXN","glucokinase","2.7.1.1/2.7.1.2",NA,"UniRef90_P9WIN1",50.446,5.45e-71,233,94,"gnl_DSMZ_unitig_0_quiver_consensus",1870085,1870753,"|ANAGLYCOLYSIS-PWY|","good_blast","keyenzyme",NA,0,1,"rxn00547",FALSE,509
"510","gnl_DSMZ_unitig_0_quiver_consensus_1349361:1350293","GLUCOKIN-RXN","glucokinase","2.7.1.1/2.7.1.2",NA,"UniRef90_P0A4E1",43.408,1.82e-68,228,98,"gnl_DSMZ_unitig_0_quiver_consensus",1349361,1350293,"|ANAGLYCOLYSIS-PWY|","good_blast","keyenzyme",NA,0,1,"rxn00547",FALSE,510
"511","gnl_DSMZ_unitig_0_quiver_consensus_1507176:1506424","GLUCOKIN-RXN","glucokinase","2.7.1.1/2.7.1.2",NA,"UniRef90_P9WIN1",45.238,2.45e-59,200,94,"gnl_DSMZ_unitig_0_quiver_consensus",1507176,1506424,"|ANAGLYCOLYSIS-PWY|","good_blast","keyenzyme",NA,0,1,"rxn00547",FALSE,511
"512","gnl_DSMZ_unitig_0_quiver_consensus_592759:591797","F16BDEPHOS-RXN","fructose 1,6-bisphosphatase","3.1.3.11",NA,"UniRef90_P0A9C9",45.266,4.13e-87,283,98,"gnl_DSMZ_unitig_0_quiver_consensus",592759,591797,"|CALVIN-PWY|","good_blast",NA,NA,0,1,"rxn00549",FALSE,512
"513","gnl_DSMZ_unitig_0_quiver_consensus_592762:591809","F16BDEPHOS-RXN","fructose 1,6-bisphosphatase","3.1.3.11",NA,"UniRef90_Q31QY2",39.942,2.13e-68,229,99,"gnl_DSMZ_unitig_0_quiver_consensus",592762,591809,"|CALVIN-PWY|","good_blast",NA,NA,0,1,"rxn00549",TRUE,513
"514","gnl_DSMZ_unitig_0_quiver_consensus_1112369:1112974","3.1.3.46-RXN","fructose-2,6-bisphosphatase","3.1.3.46",NA,"UniRef50_Q8R667",27.586,8.87e-17,74.7,92,"gnl_DSMZ_unitig_0_quiver_consensus",1112372,1112887,"|PWY66-423|","bad_blast",NA,NA,0,NA,"rxn00550",FALSE,514
"515","gnl_DSMZ_unitig_0_quiver_consensus_2722087:2720900","2.7.1.90-RXN","diphosphate-fructose-6-phosphate 1-phosphotransferase","2.7.1.90",NA,"UniRef90_Q3KSV5",59.091,3.66e-147,459,97,"gnl_DSMZ_unitig_0_quiver_consensus",2722087,2720900,"|PWY-1042|","good_blast",NA,NA,0,1,"rxn00551",FALSE,515
"516","gnl_DSMZ_unitig_0_quiver_consensus_1680237:1680941","GLUCOSAMINE-6-P-DEAMIN-RXN","glucosamine-6-phosphate deaminase","3.5.99.6/5.3.1.10",NA,"UniRef90_Q8G4N5",30.222,1.17e-08,52.8,80,"gnl_DSMZ_unitig_0_quiver_consensus",1680240,1680857,"|GLUAMCAT-PWY|","bad_blast",NA,NA,0,NA,"rxn00552",FALSE,516
"517","gnl_DSMZ_unitig_0_quiver_consensus_279917:281131","SUCROSE-PHOSPHATE-SYNTHASE-RXN","sucrose phosphate synthase","2.4.1.14",NA,"UniRef90_A6LKE9",22.249,1.05e-13,70.5,91,"gnl_DSMZ_unitig_0_quiver_consensus",279971,281113,"|PWY-7238|","bad_blast",NA,NA,0,NA,"rxn00553",FALSE,517
"518","gnl_DSMZ_unitig_0_quiver_consensus_3202703:3201750","6PFRUCTPHOS-RXN","6-phosphofructokinase","2.7.1.11",NA,"UniRef90_D9TT10",22.884,2.45e-23,97.8,97,"gnl_DSMZ_unitig_0_quiver_consensus",3202703,3201750,"|ANAGLYCOLYSIS-PWY|","bad_blast","keyenzyme",NA,0,NA,"rxn00554",FALSE,518
"519","gnl_DSMZ_unitig_0_quiver_consensus_2492908:2491052","L-GLN-FRUCT-6-P-AMINOTRANS-RXN","D-glucosamine-6-phosphate synthase","2.6.1.16/5.3.1.19",NA,"UniRef90_P40831",56.962,0,663,100,"gnl_DSMZ_unitig_0_quiver_consensus",2492908,2491052,"|PWY-6749|","good_blast",NA,NA,0,1,"rxn00555",FALSE,519
"520","gnl_DSMZ_unitig_0_quiver_consensus_3202703:3201750","6PFRUCTPHOS-RXN","6-phosphofructokinase","2.7.1.11",NA,"UniRef90_D9TT10",22.884,2.45e-23,97.8,97,"gnl_DSMZ_unitig_0_quiver_consensus",3202703,3201750,"|ANAGLYCOLYSIS-PWY|","bad_blast","keyenzyme",NA,0,NA,"rxn00556",FALSE,520
"521","gnl_DSMZ_unitig_0_quiver_consensus_3202703:3201750","6PFRUCTPHOS-RXN","6-phosphofructokinase","2.7.1.11",NA,"UniRef90_D9TT10",22.884,2.45e-23,97.8,97,"gnl_DSMZ_unitig_0_quiver_consensus",3202703,3201750,"|ANAGLYCOLYSIS-PWY|","bad_blast","keyenzyme",NA,0,NA,"rxn00557",FALSE,521
"522","gnl_DSMZ_unitig_0_quiver_consensus_1676115:1677062","PGLUCISOM-RXN","glucose-6-phosphate isomerase","5.3.1.9",NA,"UniRef90_Q9PMD4",25.773,9.09e-18,82.8,92,"gnl_DSMZ_unitig_0_quiver_consensus",1676115,1677062,"|ANAGLYCOLYSIS-PWY|","bad_blast","keyenzyme",NA,0,NA,"rxn00558",FALSE,522
"523","gnl_DSMZ_unitig_0_quiver_consensus_2358412:2357297","MANNPISOM-RXN","mannose-6-phosphate isomerase","5.3.1.8",NA,"sp|P07874|ALGA_PSEAE",35.433,8.27e-45,166,76,"gnl_DSMZ_unitig_0_quiver_consensus",2358412,2357297,"|MANNCAT-PWY|","bad_blast",NA,NA,0,NA,"rxn00559",FALSE,523
"524","gnl_DSMZ_unitig_0_quiver_consensus_1488022:1488696","FESGSHTHIO-RXN","persulfide dioxygenase","1.13.11.18",NA,"UniRef50_A0A5E7ZHJ2",32.9,7.33e-25,99,98,"gnl_DSMZ_unitig_0_quiver_consensus",1488022,1488696,"|PWY-5285|","bad_blast",NA,NA,0,NA,"rxn00565",FALSE,524
"525","gnl_DSMZ_unitig_0_quiver_consensus_2509802:2508678","RXN-15130","cystathionine gamma-lyase","4.4.1.1/4.2.1.15",NA,"UniRef90_O05394",49.735,1.3e-114,364,99,"gnl_DSMZ_unitig_0_quiver_consensus",2509802,2508678,"|HOMOCYSDEGR-PWY|","good_blast","full",NA,0,1,"rxn00566",FALSE,525
"526","gnl_DSMZ_unitig_0_quiver_consensus_1877737:1876727","RXN-15130","cystathionine gamma-lyase","4.4.1.1/4.2.1.15",NA,"UniRef90_O05394",37.685,3.67e-73,244,99,"gnl_DSMZ_unitig_0_quiver_consensus",1877737,1876727,"|HOMOCYSDEGR-PWY|","good_blast","full",NA,0,1,"rxn00566",FALSE,526
"527","gnl_DSMZ_unitig_0_quiver_consensus_1153011:1154315","RXN-15130","cystathionine gamma-lyase","4.4.1.1/4.2.1.15",NA,"UniRef90_O05394",34.679,5.92e-65,221,99,"gnl_DSMZ_unitig_0_quiver_consensus",1153038,1154297,"|HOMOCYSDEGR-PWY|","good_blast","full",NA,0,1,"rxn00566",FALSE,527
"528","gnl_DSMZ_unitig_0_quiver_consensus_958988:957942","CYSTATHIONINE-BETA-LYASE-RXN","cystathionine beta-lyase","4.4.1.13/4.4.1.6/4.4.1.8",NA,"UniRef90_Q83A83",37.565,5.89e-64,218,97,"gnl_DSMZ_unitig_0_quiver_consensus",958988,957942,"|HOMOSER-METSYN-PWY|","good_blast","threshold",NA,0,1,"rxn00566",FALSE,528
"529","gnl_DSMZ_unitig_0_quiver_consensus_958931:957933","RXN-15130","cystathionine gamma-lyase","4.4.1.1/4.2.1.15",NA,"UniRef90_O05394",35.326,4.82e-58,201,99,"gnl_DSMZ_unitig_0_quiver_consensus",958931,957933,"|HOMOCYSDEGR-PWY|","good_blast","full",NA,0,1,"rxn00566",TRUE,529
"530","gnl_DSMZ_unitig_0_quiver_consensus_3023737:3024177","NITRITE-REDUCTASE-CYTOCHROME-RXN","nitrite reductase","1.7.2.1/1.9.3.2",NA,"tr|A0FK10|A0FK10_NITER",38.415,1.05e-28,107,99,"gnl_DSMZ_unitig_0_quiver_consensus",3023737,3024177,"|P303-PWY|","bad_blast",NA,NA,0,NA,"rxn00567",FALSE,530
"531","gnl_DSMZ_unitig_0_quiver_consensus_3023611:3024396","RXN-15838","nitrite reductase","1.7.2.1/1.9.3.2",NA,"UniRef90_Q92Z29",26.948,4.1e-18,83.6,80,"gnl_DSMZ_unitig_0_quiver_consensus",3023611,3024396,"|DENITRIFICATION-PWY|","bad_blast",NA,NA,0,NA,"rxn00567",TRUE,531
"532","gnl_DSMZ_unitig_0_quiver_consensus_2411146:2411991","RXN0-6377","nitrite reductase","1.7.1.4/1.6.6.4",NA,"UniRef50_A0A235IU23",29.18,8.74e-23,97.1,86,"gnl_DSMZ_unitig_0_quiver_consensus",2411146,2411991,"|PWY-5675|","bad_blast",NA,NA,0,NA,"rxn00568",FALSE,532
"533","gnl_DSMZ_unitig_0_quiver_consensus_2411146:2411991","RXN0-6377","nitrite reductase","1.7.1.4/1.6.6.4",NA,"UniRef50_A0A235IU23",29.18,8.74e-23,97.1,86,"gnl_DSMZ_unitig_0_quiver_consensus",2411146,2411991,"|PWY-5675|","bad_blast",NA,NA,0,NA,"rxn00569",FALSE,533
"534","gnl_DSMZ_unitig_0_quiver_consensus_1737204:1738139","NITRATE-REDUCTASE-NADH-RXN","nitrate reductase","1.7.1.1/1.6.6.1",NA,"UniRef90_P74285",26.781,1.9e-23,99.8,90,"gnl_DSMZ_unitig_0_quiver_consensus",1737204,1738139,"|PWY-381|","bad_blast",NA,NA,0,NA,"rxn00571",FALSE,534
"535","gnl_DSMZ_unitig_0_quiver_consensus_2411146:2411991","NITRATE-REDUCTASE-NADPH-RXN","nitrate reductase","1.7.1.3/1.6.6.3",NA,"UniRef50_A0A235IU23",29.18,8.74e-23,97.1,86,"gnl_DSMZ_unitig_0_quiver_consensus",2411146,2411991,"|PWY-5675|","bad_blast",NA,NA,0,NA,"rxn00572",FALSE,535
"536","gnl_DSMZ_unitig_0_quiver_consensus_2328979:2327777","NITROETHANE-OXIDASE-RXN","nitroalkane oxidase","1.7.3.1",NA,"UniRef50_A0A1Y2MK26",29.383,9.89e-28,113,94,"gnl_DSMZ_unitig_0_quiver_consensus",2328973,2327837,"|PWY-5355|","bad_blast",NA,NA,0,NA,"rxn00573",FALSE,536
"537","gnl_DSMZ_unitig_0_quiver_consensus_2127741:2129282","RXN0-5183","maltotriose glucosidase","3.2.1.20",NA,"UniRef90_Q9Z3R8",38.561,3.02e-83,280,90,"gnl_DSMZ_unitig_0_quiver_consensus",2127741,2129282,"|GLYCOCAT-PWY|","good_blast","full",NA,0,1,"rxn00575",FALSE,537
"538","gnl_DSMZ_unitig_0_quiver_consensus_1512483:1513994","RXN0-5183","maltotriose glucosidase","3.2.1.20",NA,"UniRef90_Q9Z3R8",36.685,2.06e-76,261,90,"gnl_DSMZ_unitig_0_quiver_consensus",1512483,1513994,"|GLYCOCAT-PWY|","good_blast","full",NA,0,1,"rxn00575",FALSE,538
"539","gnl_DSMZ_unitig_0_quiver_consensus_2099889:2099794","3.2.1.48-RXN","sucrose invertase","3.2.1.26/3.2.1.48",NA,"tr|K8C5M5|K8C5M5_9ENTR",43.75,0.11,25,100,"gnl_DSMZ_unitig_0_quiver_consensus",2099889,2099794,"|PWY-621|","bad_blast",NA,NA,0,NA,"rxn00575",FALSE,539
"540","gnl_DSMZ_unitig_0_quiver_consensus_2896155:2895370","SUCROSE-PHOSPHATASE-RXN","SUCROSE-PHOSPHATASE-RXN","3.1.3.24",NA,"UniRef50_Q93M81",22.047,8.71e-06,43.5,89,"gnl_DSMZ_unitig_0_quiver_consensus",2896149,2895415,"|PWY-7238|","bad_blast",NA,NA,0,NA,"rxn00578",FALSE,540
"541","gnl_DSMZ_unitig_0_quiver_consensus_3185508:3186251","1.3.1.19-RXN","cis-benzene glycol dehydrogenase","1.3.1.19",NA,"UniRef90_P08088",30.213,3.97e-14,69.3,85,"gnl_DSMZ_unitig_0_quiver_consensus",3185589,3186251,"|PWY-5450|","bad_blast",NA,NA,0,NA,"rxn00583",FALSE,541
"542","gnl_DSMZ_unitig_0_quiver_consensus_1650710:1650018","1.3.1.25-RXN","(1R,6S)-1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate:NAD+ oxidoreductase (decarboxylating)","1.3.1.25/1.3.1.55",NA,"sp|P23102|XYLL_PSEPU",30.242,2.05e-21,90.9,97,"gnl_DSMZ_unitig_0_quiver_consensus",1650707,1650033,"|PWY-2503|","bad_blast",NA,NA,0,NA,"rxn00584",FALSE,542
"543","gnl_DSMZ_unitig_0_quiver_consensus_1650710:1650018","BENZOATE-12-DIOXYGENASE-RXN","benzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating)","1.14.12.10",NA,"sp|P23102|XYLL_PSEPU",30.242,2.05e-21,90.9,97,"gnl_DSMZ_unitig_0_quiver_consensus",1650707,1650033,"|PWY-2503|","bad_blast",NA,NA,0,NA,"rxn00590",FALSE,543
"544","gnl_DSMZ_unitig_0_quiver_consensus_1650710:1650018","1.3.1.25-RXN","(1R,6S)-1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate:NAD+ oxidoreductase (decarboxylating)","1.3.1.25/1.3.1.55",NA,"sp|P23102|XYLL_PSEPU",30.242,2.05e-21,90.9,97,"gnl_DSMZ_unitig_0_quiver_consensus",1650707,1650033,"|PWY-2503|","bad_blast",NA,NA,0,NA,"rxn00591",FALSE,544
"545","gnl_DSMZ_unitig_0_quiver_consensus_2602042:2602581","1.14.12.1-RXN","anthranilate dioxygenase","1.14.12.1",NA,"tr|A4UVY1|A4UVY1_PSEFL",34.536,1.32e-28,109,89,"gnl_DSMZ_unitig_0_quiver_consensus",2602042,2602581,"|PWY-5648|","bad_blast",NA,NA,0,NA,"rxn00594",FALSE,545
"546","gnl_DSMZ_unitig_0_quiver_consensus_2602042:2602581","1.14.12.1-RXN","anthranilate dioxygenase","1.14.12.1",NA,"tr|A4UVY1|A4UVY1_PSEFL",34.536,1.32e-28,109,89,"gnl_DSMZ_unitig_0_quiver_consensus",2602042,2602581,"|PWY-5648|","bad_blast",NA,NA,0,NA,"rxn00595",FALSE,546
"547","gnl_DSMZ_unitig_0_quiver_consensus_855845:856954","RXN-12561","3-oxopantanoyl-CoA thiolase","2.3.1.9/2.3.1.16",NA,"UniRef90_Q0AVM3",47.594,1.07e-94,307,99,"gnl_DSMZ_unitig_0_quiver_consensus",855845,856954,"|PWY-7948|","good_blast",NA,NA,0,1,"rxn00598",FALSE,547
"548","gnl_DSMZ_unitig_0_quiver_consensus_106268:105111","RXN-12561","3-oxopantanoyl-CoA thiolase","2.3.1.9/2.3.1.16",NA,"UniRef90_Q0AVM3",42.602,2.06e-91,298,99,"gnl_DSMZ_unitig_0_quiver_consensus",106268,105111,"|PWY-7948|","good_blast",NA,NA,0,1,"rxn00598",FALSE,548
"549","gnl_DSMZ_unitig_0_quiver_consensus_106265:105102","RXN-12561","3-oxopantanoyl-CoA thiolase","2.3.1.9/2.3.1.16",NA,"UniRef90_Q9I2A8",45.269,1.08e-88,290,99,"gnl_DSMZ_unitig_0_quiver_consensus",106265,105102,"|PWY-7948|","good_blast",NA,NA,0,1,"rxn00598",TRUE,549
"550","gnl_DSMZ_unitig_0_quiver_consensus_39862:41064","ACETYL-COA-ACETYLTRANSFER-RXN","acetyl-CoA acetyltransferase","2.3.1.16/2.3.1.9",NA,"UniRef90_P21151",41.119,1.61e-80,266,100,"gnl_DSMZ_unitig_0_quiver_consensus",39862,41064,"|ACETOACETATE-DEG-PWY|","good_blast","full",NA,0,1,"rxn00598",FALSE,550
"551","gnl_DSMZ_unitig_0_quiver_consensus_1456255:1457439","ACETYL-COA-ACETYLTRANSFER-RXN","acetyl-CoA acetyltransferase","2.3.1.16/2.3.1.9",NA,"UniRef90_B4RTU9",37.656,5.59e-79,264,94,"gnl_DSMZ_unitig_0_quiver_consensus",1456255,1457439,"|ACETOACETATE-DEG-PWY|","good_blast","full",NA,0,1,"rxn00598",FALSE,551
"552","gnl_DSMZ_unitig_0_quiver_consensus_1413812:1412655","ACETYL-COA-ACETYLTRANSFER-RXN","acetyl-CoA acetyltransferase","2.3.1.16/2.3.1.9",NA,"UniRef90_P21151",39.948,4.09e-79,262,100,"gnl_DSMZ_unitig_0_quiver_consensus",1413812,1412655,"|ACETOACETATE-DEG-PWY|","good_blast","full",NA,0,1,"rxn00598",FALSE,552
